review_page,review_title,review_content,review_language,review_date,user_name,user_location,user_contribution,user_helpfulVote
3,Nostalgia ,Nice young guy running the place. Nostalgia plus! Worth a pop in. Loved everything  Small but worth a visit if you are in the Arab quarter.,en,2015-08-08,claybraes,"Darwin, Australia",59,9
3,A child again!!,"So happy to see toys I had again, still treasure some of them. Great photo studio at the back of the museum. I am not photogenic but the friendly owner insisted i pose and shoot pictures with my phone for me free of charge. Sent him a postcard after the trip :)",en,2015-05-31,Joanna_vigate,"Hong Kong, China",289,129
3,Looks interesting,We made an attempt to get in here on a Sunday morning but were unfortunately thwarted by some filming that was taking place on the premises. So all we got to see was the tin man near the entrance. Will have to come back again at some stage in the future.,en,2014-12-29,KGB777,"Singapore, Singapore",38091,2383
3,Blast to the past!,"Probably the owner is a garung guni (i.e. junk) man, otherwise how does one explain the wide variety of items (ranging from food, drinks, toys, furniture to stationery) found? Some retro toys are available for sale too. One probably need to be 30 years and above to appreciate the items on display.",en,2014-11-18,SingaporeGuest,"Singapore, Singapore",105,27
3,"Quite small, but packed with things","A wonderful overview of decades past, with plenty of toys and stuff kids might have played with or looked at longingly. It's very close to the mosque, and is on the second floor - look for the long black sign to help find the right building.",en,2014-11-10,WorthyGo,"Bangkok, Thailand",182,186
4,Glimpse into the 60s and 70s,"The museum offers an interesting glimpse into the 1960s and 1970s with many personal collections from the owner. It brings back a great sense of nostalgia, especially for Singaporeans who will find many familiar toys like kuti-kuti and marbles. And it only cost $2 per entry. The owner is welcoming and approachable so do chat him up. He was a professional photographer before retiring 10 years ago (so you see a fair bit of vintage camera equipment on display). He has amassed a large collection that has also been neatly organised into sections for viewing.",en,2014-11-01,cwmcwm,Singapore,38,16
4,Cozy little shop filled with childhood,"Admission fee is $2, which is collected by the shop owner. The ground level mainly consists the front shop area which sells old school toys and knit knacks (reasonably priced so do support). The backyard and upper level is the museum area which requires payment to enter. Do pay before entering the museum area as the shop owner can be slightly pushy if you just budge in without paying.   Note: The admission fee sign is not available so new comers might be unaware of the need to pay before entering.  However the museum area is worthwhile especially since it's only $2. A Macdonalds meal costs about SGD 5 so go do your math.   The museum is like what the others have said previously; a transport back to the olden days with the whole place looking like a shophouse that creeks when you climb the stairs. Air condition is provided so you would not sweat inside, thank you.  The amount of stuff collected is massive and all sorted out nicely into categories in the display cases like books, toys, musical instruments etc. There are also big display items like a drink stall, toy stall booths and scooter for people to post and take photos with.  So go and have a fun childhood time by entering this little magical place. Or at least seek shelter for rain/ warm weather in this cozy (and air conditioned) shop house.",en,2014-06-22,hdtee07,"Singapore, Singapore",37,7
4,Bad Experience,"Went there with my wife and 2 friends. Just because i was using a big camera, they claimed i was there on a professional wedding shoot. My friends are students! They're too young to get married. A rude person there simply chased us away and demanded we leave. he even continued to stare us down outside the museum. What a waste of the entrance fee..We didn't even get to see anything. He didn't even bother to listen to our explanation that we weren't there for a wedding shoot. And to think, i only went there because my wife visited before and wanted me to see it for myself..guess i will never be able to now..",en,2013-06-02,SpinworkxRoy,"Singapore, Singapore",2,9
4,Great way to break up walking the streets of little India,"My husband and I stumbled across this little 'museum' when leaving little India for the Arab strip, and what a delight. Although it is just a small house that has been turned into a museum displaying old children's toys and other retro delights, it was highlight of our afternoon. What made it special was the lovely old man (curator?? Not sure) who took it on himself to take us around every mocked up section of the store to get our own theme photos - we cannot stop laughing every time we look back at the pics. Even though it will all be over in 5 minutes, it is Definitely worth a visit!!",en,2013-05-05,Melina_Gee,,8,2
4,Worth a visit !,My seven year old daughter was very interested in looking at all the different toys from yesteryear ...the owner is very friendly and happy for you to take photos. Bussorah st is a great street in Singapore to wander around !,en,2013-05-03,MissFreo,"Perth, Australia",1200,48
5,So cute!,"It's small but it's full of great toys. As I understand it, these are the toys that the owner played with as a child (and through his childhood). This is what makes the place so engaging. And it's only a couple of bucks. Better than the other Toy Museum we went to.  Downstairs it's a shop selling all sorts of funky stuff, from jewellery to vintage furniture and odds and sods, as well as toys. Great for a browse & an original gift.  Very nice indeed & we've been back more than once.  Some nice vintage Vespas out the back.",en,2012-10-30,TelboyofPeckham,"London, United Kingdom",99,43
5,Cute little toy museum,"While we were waiting for opening hour of Musjid Sultan, we visited this little museum. Museum was on second floor (small admission fee). It looked like owner's collection, and although it was very small space, we enjoyed fine. We could see old toys, books, posters, etc. I even saw what looked like owner's grade report. Very personal view of Singapore's early 20 century.   We stayed there around 30 min, and had a really good time. Don't expect whole museum experience, but certainly a nice stop after/before Musjid Sultan.",en,2012-03-13,satoshinfk,"Fukuoka Prefecture, Japan",33,16
