review_page,review_title,review_content,review_language,review_date,user_name,user_location,user_contribution,user_helpfulVote
3,Convenient,"Market is somewhat small but sufficient with all the necessary items to be found in any market. There is a food court with many hawker stalls too. Many do not open for breakfast. Around the markets are shops, bakeries and behind the market you can find a big Fairprice supermarket. Pretty good.",en,2017-07-21,ymt888,"Petaling Jaya, Malaysia",1638,317
3,Shopping not so much...eating is very good,Shop where the locals shop and want where the locals eat....the hawker stalls are very good.. as it serves the locals and not tourists...  Nearest hotel is the grand mercury proxy which is across the road and holiday inn express katong which is 5mins walk away  Very good are for food,en,2017-05-14,JulianF584,,1401,531
3,Eat cheap with locals in Hawker Stalls,"If you want a huge variety of foods to choose from, like I want dim sum, you want crispy duck, this is the place for you. This is in the East Coast Rd district where the new SMRT line is being built. It is less than two blocks from the Holiday Inn Express Singapore Katang, Indigo Hotel and the Roxy Hotel. The price difference between the main street restaurant row and the promenade is significant. We've eaten there twice so far this week. The vendors know their products and are consistent in quality and quantity. I found a great fresh juice bar for s$2.50 for a fresh blended juice or milkshakes, very reasonable. We love it!",en,2017-05-04,ruthandvern,"Wilton, California",14023,1064
3,Lots of colour and atmosphere.,"We enjoyed a leisurely stroll around here, it was filled with people and many things to eat and buy, The marina has a very pleasant outlook",en,2017-04-26,deniseb715,"Melbourne, Australia",219,59
3,Best place to eat ,"Across the road from the grand mercury roxy and the village hotel katong, this little gem is the place to eat. It's cheap the food is tasty and the atmosphere is buzzing  The best roti canai is from the shentonway Muslim food stall. This hawker centre accommodates all taste buds  It's just next to the parkway parade shopping mall and is outdoors  There is also a market selling fresh goods and other items. We eat here every time we visit Singapore",en,2017-04-13,toptotty66,london,88,37
4,The market is boarded up on the side near macdonalds but its still in operation,"I went to this market today and had the impression that it is closed, as i was approaching the market we could see other entrances to the place is open. As usual this market is busy and You have to wait around to find a seat. Food wise you could be adventurous and try a few stalls  We had seramban beef noodles and chicken rice today",en,2017-03-19,etcy10,"Singapore, Singapore",25,2
4,Tasty Dinner,Was shopping at Parkway Parade Mall this evening. Decided to visit the neighbouring hawker centre (2 minutes walk) for dinner. Always crowded and needed to await for available table.  Always love to dine here. Love the rojak (mixed fruits salad in prawn paste and peanut) and mee siam. Both selling at the same stall by 2 chinese men.  $3 for rojak and $3 for mee siam. Not much portion of food but very tasty. Thats why whenever I craving for mee siam will definitely come here.  Enjoyed. Will come again.,en,2017-03-04,linweisingapore,"Singapore, Singapore",4852,183
4,Thumbs Up!,"It's situated in a food court in Marine Parade which is in the East Coast of Singapore. It's about a 5 minute easterly walk from Parkway Parade (a shopping mall).  Mostly locals...didn't see any tourists while I was there.  The food is very tasty. I enjoyed it tremendously. Not pricey and serves a good portion.  The coffee shop a couple of stalls over has great coffee!  The nasi lemak at this stall should not be missed if you're in the neighbourhood. The proprietor/s is/are very friendly. There's usually a line up and depending on the timing it can be quite long.  Highly recommended,",en,2016-10-11,Skaramoosh,"Edmonton, Canada",3102,313
4,Good hawker market frequented by locals,Great value with a wide range of foods. You can get a tasty meal and drink for $5. I highly recommend Authentic Nasi Lemak stand - really friendly service and it does taste authentic. It can be a little untidy (as is much of Singapore outside the premier tourist areas) but the food is good and tasty.,en,2016-10-04,604Kevin,"Virginia, Australia",42,18
4,Dinner,We were walking around the neighbourhood and came across this food market. I had noodles with roast meat for $3 and partner had laksa . We both loved our meals and it was cheap. It's all outdoor seating and they have fans so it's not unbearable.,en,2016-10-01,Lulufluff,"Bunbury, Australia",2904,262
5,Wet market,"This is a wet market .this is situated in Blk 84 Marine Parade  The hawker center or food court is also situated in the same block  One can buy fresh vegetables meat- chicken pork fish mutton Also fresh flowers ,local fresh food items  Markets are of two types -wet/dry",en,2016-08-07,eliya2015,"Singapore, Singapore",628,51
5,Authentic,A bit durty and inconvenient but colorful and authentic. The hawker centre is just next to the back side of the stalls separated by a symbolic wall. Nevedtheless we had one of the tastiest laksa there! The neighbourhood offers the best exchange rates.,en,2016-05-02,LussyV,"Varna, Bulgaria",925,228
