review_page,review_title,review_content,review_language,review_date,user_name,user_location,user_contribution,user_helpfulVote
3,A place for an evening walk or to spend some time in open air with reservoir in back ground,It's a clean and green place with a reservoir nearby...you can do fishing/Cycling and jogging..there is a small water feature too..ideal place for people living in Singapore to have a evening visit...,en,2016-04-30,lijoa20,,21,8
3,Beautiful surroundings,Good and conducive place for family picnics especially in the early morning or evening. The amphitheatre and waterparks afford you to sit around admiring the beautiful surrounding and enjoying the cool air while the children can play around the water and fountain areas. Avid walkers and joggers can do their morning or evening walks or jogs and anglers can do their fishing.,en,2015-10-27,new88,singapore,774,339
4,Perfect view,"My friend and I plan to go for the sunrise, but got delayed due to the traffic, so we missed it, we end up reach there around 730 am, still a very nice view even the sky has turn bright. It is also a good place to jog, the trees make the cover and it is still so windy at 9 am.",en,2015-08-06,jiaoweic,,16,7
4,If u r staying long in SGP,A good place for residence or those who love canoeing. Not worth a particular planned visit if u r just paying a short visit to SG.,en,2015-07-28,MarcusJ942,,1,0
4,Good for morning and evening walks and jogs,"This reservoir looks more like a sea than a reservoir. It is actually a part of the sea which has been dammed up. It is linked to Upper Seletar by a canal. Good for morning and evening walks or jogs. If you are into fishing or kayaking, they are available here. Benches are provided here for family to sit around and picnicking.  This reservoir is easily accessible by public transport. Bus services 39, 85, 811, 851, 852, 853, 854, 855, 858, 965 and 969 pass by here. Nearest mrt is Khatib Mrt followed by about 20 minutes walk. You do not need a car to come here.",en,2015-07-04,new88,singapore,774,339
4,Nice place to experience nature,"This is a nice place to enjoy nature.  It's very tranquil and opposite the reservoir is a golf course. You can walk on the walkway along the edge of the reservoir.  You need a car to get there though, as its not close to public transport.",en,2015-07-01,WoooWho,"Singapore, Singapore",2200,280
4,"Nice, quite, clean & serene ","I have spent good number of Friday night's with a bottle of single malt enjoying the place. It's a lovely, calm and peaceful place to enjoy the time with few close friends.   I highly recommend visiting this place if you are looking for a quick getaway or just to be away from all the noise.",en,2015-01-07,gsahgal,Singapore,54,32
5,Small reservoir,This is a small reservoir to the north of Singapore with a pretty little park. There is an attractive pontoon going out into the reservoir and some information displays on the history of Singapore's reservoirs. I found the Upper Seletar reservoir to be more impressive.,en,2014-12-22,KGB777,"Singapore, Singapore",38091,2383
5,A nice place to cool down in the evening,"This place is nice and cooling to stroll around in the evening. Though it is a reservoir, it is also a fishing area (with no live bait), a jogger's area and a family picnic area in the evening. Moreover, kayaking is also allowed within the permitted perimeter.",en,2014-11-18,new88,singapore,774,339
5,Pretty Reservoir Park with Good Fishing,"This little reservoir park is pretty far out in the north of Singapore, so I wouldn't make a trip specially to it unless I happened to be in Yishun or one of the surrounding neighbourhoods. In fact, although it is a very pleasant park it's really more of a neighbourhood park. There is a 1.3km long jogging track, and a stage area which includes a water play area.  Other attractions are the water sports - canoeing/kayaking and dragon-boating, as well as the supposedly good fishing. If you are a keen angler then you might well want to visit the reservoir park.  For more about the park, and its cousin the UPPER Seletar Reservoir you can can read my blog post: untouristsingapore.wordpress.com/2014/02/16/seletar-reservoirs-that-rocket-ship-lookout-tower",en,2014-02-25,MBev,"Singapore, Singapore",742,243
